type,genre,words
communication-log,EDF4,いえ、まだ、まだ戦ってる者がいます！ストームチームです！
communication-log,EDF4,やつらは不死身なのか！
communication-log,EDF4,戦えるものはいるか！？ストームチームを援護しろ！
communication-log,EDF4,戦えるものはいないのか！？
communication-log,EDF4,作戦エリアに到着。我々が行きます。ストームチーム、死なせはしない！
communication-log,EDF4,ペイルチーム、無事だったか！頼むぞ！
communication-log,EDF4,英雄と共に戦えて光栄です。奇跡を起こすつもりなら、手を貸します！
communication-log,EDF4,こちらスカウト4。我々も戦闘に参加する！
communication-log,EDF4,許可する！
communication-log,EDF4,私は夢見ていたのです。伝説の英雄と共に戦う日のことを！
communication-log,EDF4,こちらオメガチーム。作戦エリアに到着。ストームチームを援護する
communication-log,EDF4,オメガ！？生きていたか！
communication-log,EDF4,ストームチーム、再び共に戦える時を待っていた。8年前の、あの日のように
communication-log,EDF4,地球の運命を、この戦場にいる戦士たちに託す！総員、ブレインを破壊しろ！
communication-log,EDF4,たとえ戦場に散るとしても、悔いはありません！
communication-log,EDF4,やつらに一泡吹かせてやりましょう！我々の命を懸けて！
communication-log,EDF4,ストームチーム、戦い続けろ。地球が終わる、その時まで
communication-log,EDF4,ブレイン大破！
communication-log,EDF4,ブレインの破壊に成功！落下します！
communication-log,EDF4,退避しろ！ブレインが落下する！退避しろ！
communication-log,EDF4,地下トンネルの出口がこの付近にある。破壊するんだ
communication-log,EDF4,新たなトンネルの出口が見つかった。破壊しろ
communication-log,EDF4,撃つな！気付かれるぞ！
communication-log,EDF4,敵は気付いていない。まだ撃つなよ
communication-log,EDF4,まだ我々に気付いていないようだ
communication-log,EDF4,倒す敵を確認しろ！
communication-log,EDF4,落ち着いて狙え！
communication-log,EDF4,近づいて敵を倒す！いいな！
communication-log,EDF4,GO、GO！
communication-log,EDF4,攻撃しろ！
communication-log,EDF4,こちら作戦指令本部。レタリウスを殲滅しろ！
communication-log,EDF4,こちら本部。作戦を開始する。フォーリナーの浮遊戦艦を破壊しろ
communication-log,EDF4,浮遊戦艦の火力は凄まじく、これまでに受けた被害は甚大だ。なんとしてもここで撃破しなければならない！
communication-log,EDF4,浮遊戦艦の撃沈に成功
communication-log,EDF4,やったぞ！
communication-log,EDF4,敵輸送船、作戦エリアに侵入！
communication-log,EDF4,大型輸送船が作戦エリアに出現
communication-log,EDF4,総員、ストームチームを援護しろ！
communication-log,EDF4,こちらフェンサー！戦える者をかき集めた！すぐに現地につく！
communication-log,EDF4,こちらレンジャー！まだ戦える！我々も行く！
communication-log,EDF4,ストームチーム、レンジャー2-7と共に現地へ向かえ！
communication-log,EDF4,ストームチーム、俺達が先導する。ついて来てくれ！
communication-log,EDF4,こっちだ、ついて来い！
communication-log,EDF4,うおおおおおおおおおお！
communication-log,EDF4,うおおおおおおおおおお！
communication-log,EDF4,EDF！EDF！
communication-log,EDF4,こちらレンジャー3-1、巨大生物が空から襲ってきます！我々の武装では太刀打ちできません！
communication-log,EDF4,総員、飛行型の巨大生物を攻撃しろ
communication-log,EDF4,フェンサーが来たぞぉーっ！
communication-log,EDF4,巨大な飛行物体が接近しています
communication-log,EDF4,巨大生物が、作戦エリアに接近！
communication-log,EDF4,うああぁ！
communication-log,EDF4,進め！GO、GO、GO！
communication-log,EDF4,総員、突撃しろ！
communication-log,EDF4,ヘクトルはシールドを装備しています。正面からの攻撃は通用しません
communication-log,EDF4,トンネルの出口を破壊しろ！
communication-log,EDF4,レンジャー、戦闘を開始せよ！
communication-log,EDF4,レンジャー4、了解！
communication-log,EDF4,フォーリナーの浮遊戦艦が確認されました。このエリアに向かっています
communication-log,EDF4,こちら本部！アルゴが来るぞ！
communication-log,EDF4,アルゴの破壊に成功しました！
communication-log,EDF4,こちら作戦指令本部。巨大生物は強靭になっているらしい。注意しろ！
communication-log,EDF4,こちらレンジャー4！巨大生物が死なない！やつら、進化してやがるぞ！
communication-log,EDF4,これだけ撃っても死なない！なんて生命力だ！
communication-log,EDF4,こちら本部。ホエールの120ミリ砲を食らわせてやれ。エアレイダーは攻撃目標を指示しろ
communication-log,EDF4,ストームチーム、120ミリ砲を積んだ大型攻撃機ホエールが上空にいる。必要なら、攻撃要請を行え
communication-log,EDF4,ディロイの足に強力な砲台がある！破壊しろ
communication-log,EDF4,ディロイ、一、撃破
communication-log,EDF4,ディロイを破壊！
communication-log,EDF4,巣の中は敵のホームグラウンドだ。常に周囲に気を配れ
communication-log,EDF4,何だこれは？
communication-log,EDF4,駄目だ、数が多すぎる。一旦撤退せよ。作戦を立て直す
communication-log,EDF4,敵を攻撃しろ！
communication-log,EDF4,こちら大型攻撃機ホエール！120ミリ砲で敵をぶっ飛ばしたくなったら、声をかけてほしい！
communication-log,EDF4,輸送船が巨大生物を投下してるぞ！
communication-log,EDF4,何が起こっているんだ！？
communication-log,EDF4,こちらレンジャー8！巨大生物は強靭になってます！撃っても死にません！
communication-log,EDF4,なんて生命力だ！
communication-log,EDF4,7年で我々の装備は強化された！巨大生物ごとき、恐れる必要はない！
communication-log,EDF4,フェンサー、戦闘を開始せよ！
communication-log,EDF4,フェンサー1、了解！
communication-log,EDF4,フェンサー2、了解！
communication-log,EDF4,フェンサー3、了解！
communication-log,EDF4,フェンサー4、了解！
communication-log,EDF4,こちらスカウト。新たな敵部隊を確認。まもなく作戦エリアに侵入します
communication-log,EDF4,総員、戦闘を続行せよ。敵を押し返せ！
communication-log,EDF4,こちらスカウト4！敵を発見！囲まれるぞ！
communication-log,EDF4,フォーリナーは最後の切り札を地球へ解き放ったのだ！
communication-log,EDF4,巨大生物は罠を作って待ち構えているようだ。むやみに動きまわらず、慎重に行動しろ
communication-log,EDF4,絶対に一人で行動するな。単独行動中にネットに捕まったら最期だ。二人以上で進み、ネットに捕まった者がいたら救助しろ
communication-log,EDF4,レンジャー1-5が、撤退の許可を求めています
communication-log,EDF4,退却は許可できない！踏み留まれ！
communication-log,EDF4,ハッチが開いたときに内部を狙え！
communication-log,EDF4,四足要塞の砲台を破壊しろ！
communication-log,EDF4,こちらレンジャー3！巨大生物と交戦中！
communication-log,EDF4,レンジャー3の救援に向かいます
communication-log,EDF4,許可する。ストームチーム、レンジャー1を護衛しろ
communication-log,EDF4,こちらレンジャー2-1。敵と交戦中！数が多すぎます！援軍を送ってください！
communication-log,EDF4,レンジャー2-1、ストームチームを向かわせる。踏ん張れ！
communication-log,EDF4,ストームチーム、前方にレンジャー2-1がいる。援護しろ！
communication-log,EDF4,苦戦していた……感謝する！
communication-log,EDF4,っはぁ……こちらレンジャー4-5。敵に囲まれた。このままでは全滅する！救援を！
communication-log,EDF4,レンジャー4-5、ストームチームが救出に向かう
communication-log,EDF4,レンジャー4-5、了解！
communication-log,EDF4,ストームチーム、前方にレンジャー4-5がいる。救出しろ！
communication-log,EDF4,救援感謝します！命拾いしました！
communication-log,EDF4,総員、注意を怠るな
communication-log,EDF4,真の敵
communication-log,EDF4,敵の大部隊が接近。多すぎて数えきれません
communication-log,EDF4,こちら作戦指令本部。敵は大群だ。厳しい戦いになるだろう。だが、なんとしてもこの防衛線は死守しなければならない。空軍は残った戦力をこの戦いに結集する。空爆を逃れた敵は、我々地上部隊が片付ける。総員、作戦を開始せよ！
communication-log,EDF4,空爆が開始されます
communication-log,EDF4,エアストライーク！
communication-log,EDF4,まもなく空爆が開始されます
communication-log,EDF4,ヘクトルはシールドを展開しています
communication-log,EDF4,チームを二つに分け、正面と側面から攻撃しろ
communication-log,EDF4,無数のディロイが接近しています
communication-log,EDF4,建物を足場に動き回られると厄介に相手だが、建物のない平原なら勝機はある！
communication-log,EDF4,カロン戦術爆撃機、あと数分で作戦エリアに到達します
communication-log,EDF4,ディロイ、さらに接近しています
communication-log,EDF4,空爆でディロイを破壊する。建物のないこの場所で一網打尽にするぞ！
communication-log,EDF4,カロン戦術爆撃機、目標を補足しました
communication-log,EDF4,空爆が始まるぞ！
communication-log,EDF4,まだいるのか！？なんて大群だ！
communication-log,EDF4,ディロイの足から目を離すな。砲台があるぞ
communication-log,EDF4,マザーシップに損傷を与えました
communication-log,EDF4,マザーシップ、大破！
communication-log,EDF4,こちらレンジャー4-1、指示を願います！
communication-log,EDF4,レンジャー4-1、聞こえない。繰り返せ！
communication-log,EDF4,レンジャー4-1！指示を願います！どうすればいいですか！？
communication-log,EDF4,レンジャー4-1、聞こえないぞ
communication-log,EDF4,目標地点には到着しています。次の指示をください！
communication-log,EDF4,駄目か……強力な電子妨害だ
communication-log,EDF4,救援部隊が来たぞー！
communication-log,EDF4,砲台を破壊しました
communication-log,EDF4,砲台を破壊しました
communication-log,EDF4,巨大砲台、大破
communication-log,EDF4,巨大砲台、大破
communication-log,EDF4,砲台が破壊されました！
communication-log,EDF4,砲台破壊！
communication-log,EDF4,マザーシップの破壊に成功。墜落します！
communication-log,EDF4,フォーリナーの輸送船が接近しています
communication-log,EDF4,こちらウイングダイバー。配置についた
communication-log,EDF4,巨大生物が地下トンネルの出口を作った。破壊するんだ！
communication-log,EDF4,巣から巨大生物が出てくるぞ！
communication-log,EDF4,進め！GO、GO、GO！
communication-log,EDF4,GO、GO！
communication-log,EDF4,戦闘開始だ！
communication-log,EDF4,大型輸送船を破壊しろ！
communication-log,EDF4,大型輸送船が作戦エリアに出現
communication-log,EDF4,大型輸送船が、作戦エリアにジャンプしてきました！
communication-log,EDF4,こちらスカウト。フォーリナーが作戦エリアに接近している！
communication-log,EDF4,敵部隊が作戦エリアに接近しています
communication-log,EDF4,やつらを野放しにはできない。殲滅するぞ！
communication-log,EDF4,うおおおおおおおおお！
communication-log,EDF4,トンネルの出口を破壊しろ！
communication-log,EDF4,あれは何だ……？デカイぞ！
communication-log,EDF4,こいつをやるしか助かる道はない！撃て！
communication-log,EDF4,うおおおおおおおおお！
communication-log,EDF4,ストームチーム、レンジャー3を救出しろ！
communication-log,EDF4,よく来てくれた！だが、全滅も時間の問題だ。少しでも敵をやってやる！
communication-log,EDF4,やはり防御スクリーンだ……！
communication-log,EDF4,歩兵による接近攻撃が有効です
communication-log,EDF4,フェンサー部隊による接近攻撃で、シールドベアラーを破壊する
communication-log,EDF4,レンジャーチーム、ストームチームはフェンサーを援護しろ
communication-log,EDF4,空爆で敵を破壊する！巻き込まれるなよ！
communication-log,EDF4,まもなく砲撃が始まる！注意しろ！
communication-log,EDF4,まもなく空爆が始まる！巻き込まれるな！
communication-log,EDF4,サテライトブラスターが来るぞ！地上部隊、隠れろ！
communication-log,EDF4,爆撃機がこのエリアに向かっている。まもなく空爆が始まるぞ。巻き込まれるな！
communication-log,EDF4,敵の大群が接近しているようです！
communication-log,EDF4,まもなく砲撃が始まります
communication-log,EDF4,カロン戦術爆撃機、まもなく作戦エリアに到達します
communication-log,EDF4,攻撃まで3秒、2、1、0
communication-log,EDF4,まもなく空爆が始まる！敵から離れろ！
communication-log,EDF4,総員、巨大生物を攻撃せよ！一体も残すな！
communication-log,EDF4,ストームチーム、ここから先は任せる。俺たちは援護に回る！
communication-log,EDF4,作戦指令本部より、ストームチーム。レンジャー4-3と合流しろ
communication-log,EDF4,こちらレンジャー。現地に到着。作戦を開始する！
communication-log,EDF4,シールドベアラーを確認！
communication-log,EDF4,あれは粒子砲です！
communication-log,EDF4,フォーリナーの輸送船を確認！作戦エリアに接近しています！
communication-log,EDF4,こちらスカウト！巨大生物の大群だ！海岸に向かってる！
communication-log,EDF4,こちら作戦指令本部。レタリウスを殲滅しろ！
communication-log,EDF4,巨大生物を攻撃しろ！
communication-log,EDF4,こちら作戦指令本部。飛行型巨大生物を殲滅しろ！
communication-log,EDF4,敵に補足されていない。チャンスだ……！
communication-log,EDF4,総員、攻撃を開始せよ
communication-log,EDF4,こちらスカウト。大型の輸送船が作戦エリアに出現！
communication-log,EDF4,大型輸送船がヘクトルを投下しているぞ！
communication-log,EDF4,緊急連絡。飛行型巨大生物が市街地に巣を作り始めたとのことです
communication-log,EDF4,なんだと！？
communication-log,EDF4,巨大生物の巣が確認されました。ビルのような大きさです
communication-log,EDF4,間違いない！あれは巨大生物の巣だ！
communication-log,EDF4,巨大生物の巣があるぞ！
communication-log,EDF4,こちらスカウト！巣から巨大生物が出現しています！
communication-log,EDF4,あれが巨大生物の巣なのか！中は大変なことになってるに違いないぜ！
communication-log,EDF4,巣を見てみろ！巨大生物が出てくるぞ！
communication-log,EDF4,こちらオメガチーム。作戦エリアに到着。ストームチームを援護する
communication-log,EDF4,こちらフェンサー部隊。作戦エリアに到着した
communication-log,EDF4,突入する！続け！
communication-log,EDF4,大変です。巨大戦闘マシン・アルゴが接近しています。その数、3
communication-log,EDF4,300mのマシンが3機だと！？
communication-log,EDF4,見ろ！高層ビルより大きいぞ！
communication-log,EDF4,地上部隊だけでは、アルゴ3機を撃破することは難しい。空軍の支援が必要だ
communication-log,EDF4,戦術爆撃機が作戦エリアに到達。空爆を開始します
communication-log,EDF4,空爆開始まで3秒、2、1、0！
communication-log,EDF4,空爆開始
communication-log,EDF4,支援体制は整っている。エアレイダー、支援要請を行え。空爆でアルゴを破壊しろ！
communication-log,EDF4,やったぁ！
communication-log,EDF4,敵が来るぞ！迎え撃つ！
communication-log,EDF4,Yes,sir！
communication-log,EDF4,弾幕で歓迎するぞ！
communication-log,EDF4,Yes,sir！
communication-log,EDF4,うおおおおおおおおおおおお！
communication-log,EDF4,射撃用意！
communication-log,EDF4,EDF！EDF！
communication-log,EDF4,救援部隊が来たぞー！
communication-log,EDF4,戦闘準備！
communication-log,EDF4,前進！
communication-log,EDF4,総員、戦闘を開始せよ
communication-log,EDF4,総員、アースイーターを攻撃せよ
communication-log,EDF4,赤いパネルを破壊しろ！
communication-log,EDF4,赤いパネルは真下付近からでないと攻撃できません。逆さにしたコップの底に目標があると思ってください
communication-log,EDF4,一隻、墜落します
communication-log,EDF4,アースイーターが落ちるぞ！
communication-log,EDF4,アースイーターを破壊！落下します
communication-log,EDF4,アースイーターを破壊
communication-log,EDF4,みんな落ちていくぞ！ざまあみやがれ！
communication-log,EDF4,アースイーターを一隻破壊
communication-log,EDF4,落ちていくぞ！
communication-log,EDF4,やったぞー！
communication-log,EDF4,我々の勝利です！
communication-log,EDF4,また新たなアースイーターが落下してきます！
communication-log,EDF4,アースイーターから、巨大生物が降下しています
communication-log,EDF4,アースイーターが墜落します
communication-log,EDF4,アースイーター、破壊成功
communication-log,EDF4,アースイーターを破壊しました！
communication-log,EDF4,やったぜー！
communication-log,EDF4,アースイーターが落下していきます！
communication-log,EDF4,はーっはぁっー！
communication-log,EDF4,勝利は我々の手に！
communication-log,EDF4,やれやれだ
communication-log,EDF4,ブレインが接近しています！
communication-log,EDF4,なんということだ……
communication-log,EDF4,ブレインに損傷を与えました）（ブレインを撃破）戦術士官「ブレイン、大破！
communication-log,EDF4,作戦は成功だ。十分に損傷を与えることができた。撤退しろ！
communication-log,EDF5,新人ってのは君か？さあ始めよう
communication-log,EDF5,今日の仕事は基地内の車両誘導だ。見学ツアーに大勢来るからなぁ。忙しくなるぞ
communication-log,EDF5,車の誘導には慣れてるだろうが、基地には戦車やコンバットフレームもある。気を抜くなよ
communication-log,EDF5,今いる所は基地の地下倉庫だ。こんな場所しか借りられなかった。ここで簡単な研修をしよう
communication-log,EDF5,いいね
communication-log,EDF5,悪くない
communication-log,EDF5,合格
communication-log,EDF5,新人ってのは君か？さあ始めよう
communication-log,EDF5,午後から基地見学ツアーに大勢やって来る。見学客を最後に楽しませるのが君たちの飛行ショーだ
communication-log,EDF5,それがフライトユニットかい？空を飛べるなんて羨ましい。ショーが楽しみだよ
communication-log,EDF5,じゃあ段取りを確認しておこう
communication-log,EDF5,いいね
communication-log,EDF5,さすがだね
communication-log,EDF5,やるなぁ
communication-log,EDF5,合格
communication-log,EDF5,新人ってのは君か？さあ始めよう
communication-log,EDF5,ここはEDF基地の地下。倉庫や格納庫として使われている。修理を頼みたいビークルがあるんだ
communication-log,EDF5,きみは優秀な技術者だって聞いてる。大型車両の運転ライセンスも持ってるらしいな。頼りにしてるよ
communication-log,EDF5,それと軍の無線も使って構わないらしい。ずいぶん信用されているんだなあ
communication-log,EDF5,いいね
communication-log,EDF5,さすがだね
communication-log,EDF5,合格
communication-log,EDF5,新人ってのは君か？さあ始めよう
communication-log,EDF5,今日の仕事は貨物の運搬だ。地下室の貨物を地上まで運びたい
communication-log,EDF5,きみが装着しているのはパワードスケルトン。凄い力を出せる。貨物だってひとりで運べるぞ
communication-log,EDF5,元々は軍事用の技術だって噂だ。戦車並みの力が出せるぞ
communication-log,EDF5,いいね
communication-log,EDF5,やるなぁ
communication-log,EDF5,合格
communication-log,EDF5,じゃあ仕事にかかろう
communication-log,EDF5,案内するよ。ついて来て
communication-log,EDF5,はぐれないように。基地の地下は広いから迷子になるよ
communication-log,EDF5,怪物だ！逃げろ！逃げろー！
communication-log,EDF5,大丈夫、問題ないよ
communication-log,EDF5,ん、なんだ？
communication-log,EDF5,照明はすぐに直るさ
communication-log,EDF5,扉を開けよう
communication-log,EDF5,こっちだ。車両に気をつけて
communication-log,EDF5,パワードスケルトンっていうのは車と同じだ。ぶつかると危ないよ
communication-log,EDF5,応答しろ！どうなってるんだ！
communication-log,EDF5,食われた！ジョージが食われた！
communication-log,EDF5,気にしなくていいよ。軍人ってのはこういう悪ふざけが大好きなんだ
communication-log,EDF5,戦車に気をつけて。ここは車両用の通路なんだ。轢かれないように
communication-log,EDF5,またか……電気のトラブルかな
communication-log,EDF5,ライトをつければ大丈夫
communication-log,EDF5,コンバットフレームが来た。気をつけて
communication-log,EDF5,この基地は人間には広すぎるよ。軍事用の車両に合わせて作ってあるらしい
communication-log,EDF5,ここを曲がろう
communication-log,EDF5,非常事態発生！非常事態発生！これは訓練ではない！繰り返す、これは訓練ではない！
communication-log,EDF5,本当に何かあったのかもしれないな
communication-log,EDF5,そう緊張しなくいいよ
communication-log,EDF5,この扉の奥が……
communication-log,EDF5,ええっ！？
communication-log,EDF5,うわああ、うわああああああ！助けてえええ！ぐわっはあああああ！
communication-log,EDF5,撃て！撃て！
communication-log,EDF5,なんてデカさだ！
communication-log,EDF5,死ね！化け物め！
communication-log,EDF5,こいつらは一体なんだ！
communication-log,EDF5,こんな生き物は見たことがねえ！
communication-log,EDF5,恐竜の生き残りって訳じゃないよな
communication-log,EDF5,危ないところだったな
communication-log,EDF5,誰だこいつ？
communication-log,EDF5,大丈夫か。お前は民間人だな。来い、武器をやる
communication-log,EDF5,非常事態だ。基地に怪物が侵入した
communication-log,EDF5,怪物の数は不明、正体も不明。どうやって地下に入ってきたのかも分からない
communication-log,EDF5,地上とは連絡が取れず、俺たちは孤立している
communication-log,EDF5,救援部隊が到着するまで、自力で身を守るしかない。お前にも、武器を渡しておく
communication-log,EDF5,民間人を守るのが軍人の務め。守ってやる……と言いたいが、敵の正体が分からない以上、約束は出来ない。いざという時は、この武器で自分の身を守れ
communication-log,EDF5,使い方はこれから教える
communication-log,EDF5,そうだ
communication-log,EDF5,いいぞ
communication-log,EDF5,その調子だ
communication-log,EDF5,筋がいいぞ
communication-log,EDF5,悪くない
communication-log,EDF5,そうだ
communication-log,EDF5,いいぞ
communication-log,EDF5,その調子だ
communication-log,EDF5,筋がいいぞ
communication-log,EDF5,そうだ
communication-log,EDF5,いいぞ
communication-log,EDF5,その調子だ
communication-log,EDF5,筋がいいぞ
communication-log,EDF5,いい判断だ
communication-log,EDF5,悪くない
communication-log,EDF5,そうだ
communication-log,EDF5,いいぞ
communication-log,EDF5,その調子だ
communication-log,EDF5,筋がいいぞ
communication-log,EDF5,いい判断だ
communication-log,EDF5,いいんじゃないか
communication-log,EDF5,悪くない
communication-log,EDF5,少しは戦えるようになったな。よし、ついて来い
communication-log,EDF5,警報システムが作動したせいで隔壁が下りています。予定のルートは通れそうもありません
communication-log,EDF5,そうか
communication-log,EDF5,俺なら隔壁のロックを解除できる。全員でここから脱出するぞ
communication-log,EDF5,俺が先頭を進む。周囲を警戒しながらついて来い
communication-log,EDF5,民間人！怪物と遭遇するかもしれない。自分の身は自分で守れ。いいな！
communication-log,EDF5,怪物が潜んでいるかもしれない。周囲を警戒しろ！
communication-log,EDF5,民間人、遅れるなよ。生き延びたければ俺から離れるな！
communication-log,EDF5,非常事態だ。民間人も働いてくれよな
communication-log,EDF5,戦えないやつは、やつらの餌にしちまうぞ！
communication-log,EDF5,そう言うな。出来るだけ俺たちが守る
communication-log,EDF5,銃を持ったのは初めてか？
communication-log,EDF5,ビビんなよ
communication-log,EDF5,銃口を敵に向ける。引き金を引く。簡単だ
communication-log,EDF5,手が震えてなければな
communication-log,EDF5,エレベーターはこっちだ
communication-log,EDF5,隔壁のロックを解除する
communication-log,EDF5,怪物だ！
communication-log,EDF5,仲間が襲われてるぞ
communication-log,EDF5,怪物を撃て！
communication-log,EDF5,こいつら、大群だ！
communication-log,EDF5,助けてくれええ！
communication-log,EDF5,なんて巨大なんだ！
communication-log,EDF5,あの牙を見ろ！噛みつかれたら、ひとたまりもねえ！
communication-log,EDF5,一匹残らず駆除しろ！
communication-log,EDF5,突然襲われて……。みんなやられた
communication-log,EDF5,助かりました。何が起こっているんですか！？
communication-log,EDF5,地下から脱出するぞ。エレベーターに向かう！
communication-log,EDF5,エレベーターは動かない。ケーブルをやられたようだ
communication-log,EDF5,このルートは駄目か……。戻るぞ
communication-log,EDF5,エレベーターは使えない。となると……AFV用の道がある。それを通って地上へと向かう
communication-log,EDF5,隔壁を開く。下がっていろ
communication-log,EDF5,AFV用の道だ。斜度に気をつけろ
communication-log,EDF5,地上へ向かう。ついて来い！
communication-log,EDF5,怪物を倒す切り札がある。上のフロアに、コンバットフレームの格納庫があるはずだ！
communication-log,EDF5,急いで格納庫に向かいましょう！
communication-log,EDF5,コンバットフレームがありゃ、あんな化け物に負けやしねえ！
communication-log,EDF5,怪物だ！
communication-log,EDF5,仲間が危ない！
communication-log,EDF5,助けるぞ！
communication-log,EDF5,突入して仲間を援護する！
communication-log,EDF5,左右から来るぞ！
communication-log,EDF5,ちきしょう！挟み撃ちかよ！
communication-log,EDF5,生き延びるためには戦うしかない！やるぞ！
communication-log,EDF5,いいぞ民間人。お前には素質がありそうだ
communication-log,EDF5,すぐに移動した方が良さそうだ。行くぞ、ついて来い！
communication-log,EDF5,格納庫にコンバットフレームがあるはずだ
communication-log,EDF5,あのロボットみたいなやつだよな
communication-log,EDF5,誰か、コンバットフレームを操縦できるやつはいるのかよ！
communication-log,EDF5,軍曹がライセンスを持ってる
communication-log,EDF5,任せておけ
communication-log,EDF5,ここだ……開けるぞ
communication-log,EDF5,うわあああああ！
communication-log,EDF5,怪物が中に入り込んでいるぞ！
communication-log,EDF5,こいつら、壁を食い破って入って来やがったんだ！
communication-log,EDF5,ちっくしょう！コンバットフレームが！
communication-log,EDF5,壊されちまった！
communication-log,EDF5,とにかく敵を倒すんだ！
communication-log,EDF5,こいつらが吐く液体は、酸だ！
communication-log,EDF5,俺たちを溶かそうってのか！？
communication-log,EDF5,冗談じゃない！そんな死に方はゴメンだ！
communication-log,EDF5,浴びたらただじゃ済まないぞ。やられる前に撃て！
communication-log,EDF5,使えるコンバットフレームはなさそうだ
communication-log,EDF5,ひとつ残らず駄目か！
communication-log,EDF5,もういい！脱出するぞ！ついて来い！
communication-log,EDF5,怪物がいるぞ！
communication-log,EDF5,一体どれだけいやがるんだ！
communication-log,EDF5,撃ちまくれ！
communication-log,EDF5,戦闘は覚悟してたが、こんな大群とは！
communication-log,EDF5,ここは怪物の国か！
communication-log,EDF5,誰か応答してくれ！現在、地下で怪物と交戦中！救援を要請する！……駄目か
communication-log,EDF5,怪物が現れたってのに、地上のやつらは何をやってんだ！
communication-log,EDF5,きっと救援部隊が来るさ
communication-log,EDF5,こっちだ！ついて来い！
communication-log,EDF5,あの怪物は、どこの動物園から逃げてきたんだ！？
communication-log,EDF5,おかしい。10メートルの怪物が群れを成しているんだぞ。こうなる前に誰かが気付いたはずだ
communication-log,EDF5,よほどいい隠れ家があるってことか……
communication-log,EDF5,うわあああああ！
communication-log,EDF5,危ねっ！
communication-log,EDF5,下がれ！
communication-log,EDF5,天井が崩れたぞ！
communication-log,EDF5,道が塞がっちまった！
communication-log,EDF5,天井に穴が！
communication-log,EDF5,穴から怪物が出て来るぞ！
communication-log,EDF5,数が多すぎる！
communication-log,EDF5,こんな大群、一体どこに隠れていやがったんだ！
communication-log,EDF5,悪夢だ！
communication-log,EDF5,俺は不眠症なんだ！眠れなくなったらどうしてくれる！
communication-log,EDF5,まずは生き残ることを考えろ！
communication-log,EDF5,救援部隊はまだなのか！？
communication-log,EDF5,お前、民間人の割に中々度胸があるな
communication-log,EDF5,軍人に向いてる。志願したらどうだ？
communication-log,EDF5,ルートを変えるぞ！
communication-log,EDF5,こっちだ！
communication-log,EDF5,この先に行く
communication-log,EDF5,この隔壁の向こうだ。怪物がいるかもしれない。注意しろ
communication-log,EDF5,隔壁を開くぞ
communication-log,EDF5,軍曹、待ってください。心の準備を
communication-log,EDF5,ドアの向こうは、怪物だらけに違いねえ！
communication-log,EDF5,いいか、ロックを解除する
communication-log,EDF5,ううううおおおおっ！
communication-log,EDF5,ってあれ！？
communication-log,EDF5,脅かしやがる！
communication-log,EDF5,やれやれだ
communication-log,EDF5,先を急ぐぞ！
communication-log,EDF5,基地の中で遭難するとは思わなかったぜ
communication-log,EDF5,なぜ地上から連絡が来ない！？
communication-log,EDF5,きっと今頃、救援部隊の準備をしてるさ
communication-log,EDF5,そろそろ救援部隊が到着するころだ。今頃は地上で待機しているに違いない！
communication-log,EDF5,応答してくれ！地上の状況を知りたい！……くそっ！
communication-log,EDF5,なぜ地上のやつらは返事をしない！？
communication-log,EDF5,問題が起こっているのかもしれないな
communication-log,EDF5,何があったにせよ、今の俺たちほど酷くはねえさ
communication-log,EDF5,地上には救援部隊がいるはずだ。ここを出れば助かるぞ！
communication-log,EDF5,あの怪物はどこかの国の兵器かもしれないな
communication-log,EDF5,そんな馬鹿な！
communication-log,EDF5,生物ほど恐ろしい兵士はない。実際のところはな
communication-log,EDF5,そんなSFを読んだぜ。宇宙船にネズミが紛れ込むやつだ。宇宙旅行中に増えて食糧を全部食っちまう
communication-log,EDF5,機械と違って生物は繁殖する
communication-log,EDF5,おい、待てよ。まさかあの怪物、増えたりしないよな！？
communication-log,EDF5,軍曹！無事でしたか！
communication-log,EDF5,地上に出る。隔壁を開けてくれ
communication-log,EDF5,それが、壁の向こう側に怪物がいるようなんです
communication-log,EDF5,そうか。だが、ルートはここしかない。怪物を撃破するぞ！
communication-log,EDF5,隔壁を開け！
communication-log,EDF5,Yes,sir！
communication-log,EDF5,思ったよりいやがるぞ！
communication-log,EDF5,数が多すぎます！
communication-log,EDF5,怯むな！全滅させろ！
communication-log,EDF5,死ねっ、化け物め！死ねっ！死ねええっ！
communication-log,EDF5,落ち着け！冷静になれ！
communication-log,EDF5,頭がおかしくなりそうだ！
communication-log,EDF5,ちくしょう！怪物と戦うなんて想像したこともなかったぜ！
communication-log,EDF5,出口はすぐそこだ。地上へ出れば助かる！
communication-log,EDF5,出口だ！部隊と合流する！
communication-log,EDF5,地上は安全だ！急ぐぞ！
communication-log,EDF5,民間人！お前は頼りになる！
communication-log,EDF5,ここを出たら伍長のところに行け。入隊手続きをしてくれる
communication-log,EDF5,民間人、もう安全だ
communication-log,EDF5,出口だ！
communication-log,EDF5,なんだ、これは！？
communication-log,EDF5,まだいやがった！
communication-log,EDF5,装甲が融解してる！うわあああああっ！
communication-log,EDF5,おいっ!空を見てみろ！
communication-log,EDF5,こんなこと、信じられるか……？
communication-log,EDF5,円盤みたいなのが飛んでるぞ……
communication-log,EDF5,空飛ぶ円盤！？そんな馬鹿な！
communication-log,EDF5,地下にいる間に、映画の撮影でも始まったのかよ！
communication-log,EDF5,味方が戦闘中だ！援護する！続け！
