genre,voice
5,怪物はエイリアンの命令が理解できるっていうのか！
5,やはり怪物はエイリアンの兵器なんだ……
5,怪物を操るエイリアンか！
5,とんだ猛獣使いだ……
5,怪物がやつらの武器か！ある意味どんな兵器よりも冷酷で残忍だ！
5,エイリアンだ！怪物と一緒にいるぞ！
5,人間に似すぎてる……。撃ちたくない！
5,相手は武器を持ってる！やらなきゃやられるぞ！
5,エイリアンめ……！我が物顔で地球を歩き回ってやがる！
5,やつら……地球で牧場でもやるつもりか！
5,地球にはいい餌が70億もある。立派に育つだろうな
5,人の星で、やりたい放題だぜ
5,ここはペット持込み禁止だぞ。だれか注意してこい！
5,放し飼いも禁止だ！迷惑な話だぜ！
5,怪物を連れた、エイリアンだ！
5,まだいるのか！話が違うぞ！
5,俺たちだけでなんとかなる数じゃない！
5,やるしかない！行くぞ！
5,怪物がぁ！そんなに可愛いかあぁーっ！
5,お前のペットを、地獄に送ってやるー！
5,臨時報道です。エイリアンは欧州に歩兵部隊を降下させました。しかし、EDFはこれを迎え撃ち、撃破することに成功しました
5,こちらレンジャー2。最後のメンバーの到着を待ち、突入する
5,怪物だ！
5,新入り、先行したレンジャー2が戦闘中だ。合流しろ
5,遅いぞ新入り！急げ！
5,こちらレンジャー2。怪物の攻撃を受けている
5,怪物を撃て！
5,前進する！先行した部隊がどこかにいるはずだ
5,最後のメンバーはお前か？こんな危険な任務に新入りを寄越すとは
5,よりによってルーキーかよ
5,ビビッて逃げ出すんじゃないぞ
5,怪物がいるぞ！
5,なんで地下に怪物がいるんだ！
5,この洞窟はなんなんだ？
5,まさか怪物の巣なのか
5,エイリアンだ！
5,エイリアンがいるぞ！
5,信じられない。地下にエイリアンがいるぞ！
5,突入チームへ。前進して怪物を駆除せよ。洞窟は未知の空間だ。十分に注意しろ
5,危険な任務だが、放置すれば将来恐るべき脅威となり得る。今地底の怪物を全滅させなければならない
5,突入する！行くぞ！
5,偵察のため、ウイングダイバーが先行している。この付近にいるはずだ。合流しろ
5,突入して、先行チームを援護する！
5,ウイングダイバー、突入チームと合流しろ
5,ウイングダイバー、了解
5,突入部隊を発見
5,探したよ。逃げたのかと思った
5,心細かったわけじゃない。本当さ
5,新たな地球外生物が確認されました。α種、β種よりもさらに大型です。全長は約70メートル。人類が目にする、最も大きな生物だと言えます
5,α、βと生物的な差異が大きいことから、特別な分類が必要だと判断し、エルギヌスと命名しました。現在、対策を検討中です
5,またエイリアンだ！
5,エイリアンがいるぞ！
5,あいつら、怪物に巣を作らせてる！
5,エイリアンは、何をしているんだ！？
5,地下で怪物を繁殖させようとしているに違いないぞ
5,おいおい……怪物が増えるってのか！？
5,地下で繁殖したら止めようがない。放っておいたら大変なことになるぞ
5,こちらフェンサー。位置情報を送信した。最も深く潜ったのは俺たちで間違いないな
5,後続部隊がそっちへ向かっている。合流して進め
5,ここまで到達したチームが、俺たち以外にもいるのか？
5,よくたどり着いたな。褒めてやる
5,怪物だー！
5,エイリアンもいるぞ！
5,怪物どもを倒せー！
5,こっちに進めそうな穴がある！
5,まだ続いているのか？
5,この先は一体どうなっているんだ？
5,洞窟の奥からエイリアンが出て来たぞ！
5,怪物を呼びやがった！
5,あの奥に怪物の軍団がいるぞ！
5,洞窟の奥から怪物が出て来る！
5,あそこが怪物の住処って訳か！
5,洞窟の奥からどんどん出て来るぞ！
5,この先は怪物の国に違いねえ！
5,囲まれてるぞ！
5,いくらなんでも多すぎる！
5,俺たちを、先に進ませたくないんだ！
5,無理だ！
5,退却させてくれー！
5,洞窟の奥からこれほどの敵が現れるとは！
5,無数の怪物が誕生しているというのか！この奥で！
5,一体この先には何があるというんだ！
5,くそっ！これ以上進むのは危険すぎる！残念だが、一旦引き返せ！
5,このエリアの怪物を駆除する。作戦開始だ
5,怪物ごとき恐れる必要はないぞ！
5,Yes,sir！
5,EDF！EDF！
5,我々は怪物駆除のプロだ。だが油断するな。酸を浴びたら命取りだぞ
5,新入り、しっかりやれ！
5,こちらK6！作戦は失敗！ターゲットは逃走！繰り返す、作戦は失敗！ターゲットは逃走中！
5,怪生物エルギヌスへの攻撃は失敗に終わりました。エルギヌスは逃走を開始。このエリアは、逃走ルート上にあります
5,なんだと？
5,エルギヌスは、やはりこのエリアを通過するようです
5,それどころか、すでにここにいる！
5,デカすぎる！今までの怪物の比じゃないぞ！
5,大きさの割に素早いぞ！
5,攻撃しろ！
5,市民が危ない！タンクが到着するまで敵を引きつけろ！
5,エルギヌスを攻撃しろ！
5,デカい的だぜ！外しようがない！
5,俺たちが片付けてやる！
5,弾丸が通じないぞ！
5,サイズが違いすぎるんだ！
5,豆鉄砲くらいにしか思ってないぞ！
5,大きすぎて、殺すのは無理だ！
5,まもなくタンクが到着する！持ちこたえろ！
5,こちらブルリーダー。敵を確認した！
5,よし！攻撃開始！
5,随行歩兵はタンクを援護しろ！
5,タンクが到着したぞ。歩兵部隊、タンクの陰に退避しろ！
5,砲弾の直撃に耐える生物だと！？やつは不死身だとでもいうのか！？
5,タンクがやられたぞ！
5,タンクが破壊されました！
5,こちらブルリーダー！被害甚大！
5,ちくしょう！タンクが……！
5,こちらブルリーダー！うっぇっんっぁうわあああああああああああああ！
5,攻撃が効かないとは……。なんという生命力だ！
5,生物がどうやってあんな攻撃を！？
5,生物とは思えない能力だ。我々の常識では考えられない。恐ろしい相手だ……
5,こちらドーベルリーダー。到着した！
5,よし、攻撃しろ！随行歩兵は独自に敵を攻撃しろ！
5,ドーベルリーダー、やつは手強い。十分に注意しろ
5,ドーベルリーダー、了解！
5,新たなタンクが到着したぞ。歩兵部隊はタンクを盾にしろ
5,ドーベルリーダー、被弾！助けてくれええええ！
5,ちっくしょう！タンクの装甲を紙みたいに吹き飛ばしやがった！
5,地上部隊だけでは太刀打ち出来ない！撤退しろ！
5,基地に戻ったら、美味いものを食わせてやるぞ
5,まさか、自分で作るなんて言わないでしょうね
5,それの何が悪いんだ
5,とびきりの材料を使ってください！そうすればきっと食べられます
5,コンバットフレームから変な音がするぞ
5,扱いが雑なんだよ
5,待て！何か聞こえるぞ……
5,見ろ！怪物がいるぞ！赤いやつだ！
5,砂の中から、怪物が出て来やがった！
5,怪物の待ち伏せだー！
5,怪物が砂の中に潜んでやがった！
5,戦闘用意だ！急げー！タンク、いけるか！
5,ゴールド1、捕捉した！
5,ゴールド2、いけるぞ
5,コンバットフレーム！
5,バトルシステムを起動中だ
5,準備しろ！早く！
5,すごい大群だぞ！
5,やつらは足が速い！逃げるのは無理だ！
5,戦うしかない！撃ちまくれ！
5,応答願います！現在、赤い怪物と交戦中！応援が必要です！
5,こちらスカウト！赤い怪物を発見！
5,まだいるのかよ！
5,やつら、地中を移動してやがるんだ！
5,全滅を確認しろ
5,まだ来やがった！大群だぞー！
5,裏から来るぞ！
5,ここは不利だ！海岸へ降りろ！
5,全員海岸へ向かえー！
5,多すぎる……！まるで赤い絨毯みたいだぞ！
5,海岸へ降りろ！
5,俺たちが敵を引きつける！海岸に降りろ！
5,殿はフェンサーの役目だ！
5,ここなら視界が広い！撃てー！怪物共を蹴散らせー！
5,海岸なら遮るものはない！撃ちまくれ！
5,歩兵部隊、タンクに隠れろ！俺たちがなんとかする！
5,敵が多すぎます！
5,なんて硬い体だ！撃っても死なないぞ！
5,もう、駄目だー！
5,怯むな！撃ち続ければ倒せる！
5,撃てば当たるぞ！撃ちまくれ！
5,持ちこたえろ！きっと助けが来る！
5,こっちは無事だ！なんとか持ちこたえてる！
5,こちらスカウト。怪物を確認！
5,また来やがった！
5,もう戦えねーぞ！
5,俺は弾がない！
5,くそっ！終わりだぁー！
5,諦めるな！最後まで戦い抜くぞー！
5,体勢を立て直せ！反撃するぞ！
5,地上部隊、待たせたな。援護に来たぞ！
5,空爆を開始する
5,巻き込まれるなよ
5,吹っ飛ばすぞ。離れていろ！
5,地上部隊、健闘を祈る
5,楽になったか？残りは任せたぞ
5,プライマーとの戦闘は今も続いています。EDFは敵に大打撃を与えているものの、徐々に兵士たちの負担も大きくなってきました。戦局は優勢ながらも膠着状態。この状態を長く維持出来る側が勝利出来る、そんな我慢比べな状況です。しかし、ご安心ください！人類には備えがあります。この状況を想定した切り札、それが3隻の潜水母艦です。戦争が始まった直後、整備中だった3隻は緊急出航。以来、海中に身を潜めています。セイレーン、パンドラ、エピメテウスの3隻が健在である限り、人類が戦う力を失うことはないのです！
5,空爆が間に合ったようですね。被害は大きいですが、生存者がいるだけでも十分です
5,この任務を遂行出来るのは、我々スプリガンだけだ
5,敵は我々に気づいていない。接近して一気にカタを付ける
5,Yes,sir！
5,サイレントモジュールを使え
5,夜間飛行を始めるぞ！
5,Yes,sir！
5,足手まといになるなよ
5,ルーキーがスプリガン隊のパートナー？
5,この任務は、ルーキーには無理だ
5,エイリアン共にスプリガンの恐ろしさを教えてやれ
5,Yes,sir！
5,エイリアンが怪物を呼んでいます！
5,怪物を呼び集めたか。駆除するぞ！
5,他のエリアはどうなっている
5,戦況は悪化の一途をたどっています。しかし、それでも人類はギリギリのところで持ちこたえていると言えるでしょう。理由のひとつは、3隻の潜水母艦が予想以上の働きをしていることです
5,宇宙からやって来たやつらだ。さすがに潜水艦への備えはないと見える
5,潜水母艦の妨害により、敵は拠点建設に手間取っています。この時間を有効に使わねばなりません
5,分かっている！我々に任せておけ！敵の戦力を削り取ってやる！
5,生き延びたかルーキー。スプリガンと戦えたこと、誇っていいぞ
5,本当に前哨基地が出来てるぞ！
5,ビルよりデカい……。どうやって運んできたんだ！？
5,やつら、この星に住む気だぞ
5,家まで建てやがった！
5,ドローンに守られてるぞ！
5,航空機は接近出来ない。敵の対空迎撃システムは完璧だ！地上から攻撃するぞ！
5,前進だー！
5,基地を攻撃するためには、ドローンを排除する必要がある
5,ドローンを攻撃しろ！
5,砲撃だ！
5,基地の周囲に砲台があるぞ！
5,基地からの砲撃です！
5,近付くどころじゃないぞ！こんなところにいたら全滅しちまう！
5,コンバットフレーム、前進して歩兵の盾となれ！
5,フェンサー前進！俺たちも盾になるぞ！シールドを構えて前進しろ！砲台の攻撃を引き付けるぞ！
5,敵は対空砲火を続けている。地上から接近するしかない
5,エイリアンの基地に接近しろ！
5,こちらG2！砲撃を受けています！
5,現在、世界の5ヶ所にエイリアンの基地が確認されています。いずれも、上空から降下して来たようです
5,基地まで降って来るとはな！エイリアンは周到に準備を進めていたようだ
5,基地の周辺は制圧されたも同然です
5,都市を防衛してきたつもりが、このザマか！
5,基地を攻撃しろ！
5,基地への攻撃、効果なし……！
5,基地には攻撃が効かない！
5,空爆も効果がないようです
5,ドローンが来るぞ……
5,ドローン接近！
5,ドローンの数は予想以上です！
5,やはり簡単には破壊出来そうもない……
5,今回の目的は、情報の収集です
5,分かっている！だが、これ以上は無理だ！
5,基地の砲台が動き出したぞー！
5,大型の砲台が、動いてるぞ……
5,撃って来るぞー！
5,あれはプラズマ砲です！あんなものまで……
5,撃たれてるぞ！隠れないとヤバい！
5,基地から攻撃されています！
5,砲撃が、激しすぎます！
5,持ちこたえられません！
5,基地から、ドローンが出て来ます！
5,ドローンが来やがった！
5,ドローンを撃墜しろ！
5,この状況でドローンに襲われたら、全滅するぞ！
5,基地はいい！周囲のドローンを排除しろ！
5,なんだあれは！？
5,デカい砲台が動いてるぞ！
5,こちらG4！巨大砲台の起動を確認しました！
5,逃げろ！ここは危険だ！
5,これ以上は無理だ！退却しろ！
5,退け！退けー！
5,退却だ！
5,後退するぞ！
5,またドローンが来るぞ！
5,ドローンだ！俺たちを逃がさない気だぞ！
5,まずいぞ。これだけのドローンに追跡されたら、市街地に被害が出る！
5,ドローンを撃破しろ！
5,これだけのドローンを拡散させる訳にはいかない！退却しつつ、ドローンを撃破しろ！
5,ドローンを残せば広範囲に被害が広がる！一機残らず撃墜しろ！
5,まだドローンがいる！破壊しろ！
5,あの基地がある限り、地上は制圧されたも同然だ！我々は王手をかけられている……！
5,多数の怪物が確認されている。注意しろ
5,塔を発見し、破壊するぞ！
5,塔を破壊する！行くぞ！
5,塔を確認！
5,怪物がいるぞ！
5,塔から怪物が出現しています！
5,塔の守備隊を確認。エイリアンが塔を守っています！
5,エイリアンを確認！
5,塔は複数あるはずだ。探して破壊しろ！
5,以後、あの塔をテレポーションアンカーと呼称します。弱点は上部の輝く装置です。上部を攻撃すれば歩兵の火器でも破壊出来ます
5,塔から、怪物が出現！
5,塔を狙わないと、埒が明かないぞ
5,エイリアンが塔を守ってる！
5,よくやった、新入り！
5,SF映画なんかだと、エイリアンってのは水に弱いんだ
5,あるかもしれないな。雨でも降れば、やつらイチコロだ
5,塔を警備してるエイリアンがいるぞ！
5,エイリアンは塔を守っているようです！
5,新入りとは思えない働きだな！
5,怪物が多すぎる！早く塔を壊してくれ！
5,エイリアン襲来以降、地球全土で交戦状態が続いています。怪物駆除には成功しているものの、被害は無視出来ません。経済にも大きな影響が出始めています。活動を休止した企業も増え、雇用は大きく減少。失業者への対策すら、出来ないのが現状です
5,いいぞ！スーパールーキー！
5,エイリアンの揚陸船を確認！
5,揚陸船だ！
5,エイリアンを投下するつもりだぞ！
5,外にエイリアンの船が！助けてください！
5,民間人の救助を優先しますか！？
5,民間人は自主避難させろ！エイリアン以外には、目もくれるな！
5,エイリアンが降下を開始！
5,くそっ！空中機動作戦って訳かよ！
5,市民の避難が終わっていない！エイリアンをこのエリアで食い止めろ！
5,お前達を愛してる。逃げてくれ！
5,民間人が！
5,任務を忘れるな！エイリアンを片付けるのが先だ！
5,揚陸艇2隻が、作戦エリアに侵入しました！
5,エイリアンの揚陸艇を確認！
5,エイリアンを乗せた船が来るぞ！
5,揚陸艇3隻が、作戦エリアに侵入！
5,エイリアンの兵員輸送船が近付いています！
5,非常事態だ！エイリアンの大群が降下してくるぞ！
5,話し合いの余地はないのかよ！
5,銃を持ってる相手だぞ！
5,持ってるだけじゃない！撃ってる！
5,エイリアンの武器は新型です！
5,我々は文化、言語や肌の違いを乗り越え、今の社会を築いてきました。今度は、生まれた星の違いを乗り越える時です。それが可能であることは、過去の歴史が物語っています
5,我々は隣人と相対する時、どうしていたでしょう。銃や爆弾、そんな物を使ったことはないはずです！対話、我々は常に対話で物事を解決してきたはずです。今回も、きっと出来ます
5,一部の民間人は、エイリアンとの交渉を試みているようです
5,話し合いを願う者もいるが、現場はそれどころではない！
5,多数の揚陸艇が作戦エリアに向かっています！
5,敵の兵員輸送船が接近中！
5,敵が来るぞ！
5,ドローンもいる！
5,くそっ、これだけの戦力で戦えるのか！？
5,交渉はどうなった？
5,交渉の試みは、すべて失敗に終わっています。意思を疎通する方法が見つからないというより、彼らには対話をするつもりがないように思えます
5,同じヒューマノイドだと思っているのは我々だけか
5,相手は人類を害虫程度にしか認識していないようです。ですが、引き続き交渉の努力は継続していかねばなりません
5,また敵が来るぞ！
5,これ以上、持ちこたえるのは無理だ！
5,完全に囲まれたぞー！
5,敵だああああーっ！
5,状況は絶望的だぞ！
5,勝てる訳がない！
5,敵に囲まれています！援軍をお願いします！
5,早く援軍を！
5,救援部隊の到着までかなりの時間がかかる。なんとか持ちこたえろ！
5,こちらスカウト。敵の大群を確認！
5,もう無理だ！助けてくれぇー！
5,この戦果は、記録に値します！
5,地獄を見たな、新入り。よく生き延びた。帰って休め
5,敵砲兵は目の前だ！
5,砲兵への接近に成功したチームは、攻撃を開始しろ
5,砲兵を確認！
5,敵の砲兵に接近するぞーっ！
5,うおおおおおおおーっ！
5,どれ程犠牲を払おうと、エイリアンの砲兵を倒さねばならない！やつらがいる限り地上戦で勝利することは出来ない！
5,あれが、エイリアンの砲兵か！
5,すごい武器を持ってるぞ！
5,敵の兵器は強力だが、長距離支援用だと思われる。懐に飛び込めば勝機はある。進め！
5,砲兵を攻撃しろー！
5,他のチームは遅れている。だが待っている時間はない。敵砲兵に接近し、可能な限りの損害を与えろ
5,こちらアルファ。前方にエイリアンを確認。これより交戦します。……はっ、敵の砲撃です！
5,逃げろ！吹っ飛ばされるぞ！
5,砲撃が来るぞー！
5,スカウトより本部。敵砲兵が接近しています！
5,砲兵が来るぞ。接近して攻撃しろ
5,こちらデルタ！敵の砲撃を受けている！
5,止まるな！砲撃を掻い潜れ！
5,被害甚大！砲撃でみんなやられました！
5,砲撃で近付けないぞ！
5,敵の揚陸船を確認！
5,敵の揚陸船が来るぞ！エイリアンを降下させるつもりだ！
5,アルファ、到着した
5,戦闘中の部隊を援護しろ
5,了解！
5,俺たちより先に着いたやつがいるぞ！
5,援護に向かうぞ！
5,急がないと、いいところを取られちまうぞ！
5,後方に揚陸船！
5,退路を断たれるぞ！
5,敵砲兵を排除しろ！
5,砲兵の排除に成功した。よくやった。これで勝ち目が出てきたぞ
5,来るぞ！
5,構えろ！
5,俺たちは最高の怪物駆除チームだ！ブルージャケットの力を、見せてやれ！
5,Sir,yes,sir！
5,敵を近付けるな！射撃始め！
5,この戦術で無数の怪物を倒してきた！こいつらも獲物に過ぎない！
5,怪物風情が、ブルージャケットに敵うかよ！
5,怪物を率いるエイリアンがいるぞ！
5,怪物のリーダーって訳か
5,エイリアンを近付けるな！
5,エイリアンに近付かれると厄介だ。足を撃って止めろ！
5,近付く前に仕留めればいい！恐れる必要はない！
5,戦場で狙撃兵ほど恐ろしいものはない。分かったか！
5,それにしても大群だ
5,信長になった気分だぜ！
5,長篠の戦いってやつだ
5,数が多いぞ！仕留めきれない！
5,予想以上の大群だ……
5,冷静になれ！一体ずつ処理しろ！
5,また来たぞ！側面だ！
5,側面から来るぞ！
5,乱戦になったら最期だ！近付かれる前に止めろー！
5,俺たちだけで止められる数じゃないぞ！
5,背後から来たぞ！
5,後ろだ！
5,後ろに気をつけろ！
5,挟まれてるぞ！
5,また来たぞー！隊員「うわああ！もう駄目だあああ！
5,囲まれてる。逃げることも出来ないぞー！
5,長篠どころか、本能寺だー！
5,もうすぐ弾が切れる……
5,駄目だー！
5,怪物に殺されるのは嫌だー！
5,来るな！来るなー！
5,近付くな！下がりやがれ！
5,生存者を確認！またあなたですか
5,赤いドローンを確認しました！
5,俺は7機のドローンをひとりで破壊した！今日は記録を更新してやる！
5,ドローンを侮るな！機械に過ぎないが、だからこそ、恐ろしい兵器だぞ
5,ドローンは警備モードです。攻撃が着弾した時、周囲の機体が戦闘モードに切り替わるはずです
5,赤いドローンを攻撃しろ
5,やつらをスクラップに変えてやる！
5,Sir,yes,sir！
5,やるじゃないか。俺より腕の立つやつを見たのは初めてだ
5,大した腕だ
5,こいつ……兵器の出力が桁違いだぞ
5,動きも速い！手強いぞ！
5,無理だ、退却させてくれ……
5,戦闘を継続し、データを収集してください
5,戦闘を続行しろ！
5,くそっ！こいつらは悪魔のマシンだ！
5,複数同時に相手にするのは無理だ！一機ずつ撃破するんだ！
5,駄目だ！退却しよう！
5,追跡されて殺されるだけだ！戦うしか、生き延びる道はないぞ！
5,お前のおかげで生き延びたようだ。礼を言う
5,十分な戦果です。このデータを、世界中に転送します
5,アイアンウォール作戦を開始する
5,敵が前進を開始！
5,フェンサーとタンクで、敵の前進を阻止する
5,タンク、戦闘準備
5,タイガー、了解！
5,こちらフェンサー！この壁を抜けられるものか！
5,来るぞ！
5,避難が終わっていない！後ろには無防備な民間人がいる。我々は鋼鉄の壁となり、敵を防ぎ止めねばならない！
5,こっちからも来たぞー！
5,俺たちが盾になる！狙撃班、頼りにしてるぞ！
5,ここは通さねぇ！
5,近付くやつは撃て！
5,敵は押し通るつもりだ！だが我々が許しはしない！ここは通行止めだ！
5,他のエリアでも激しい戦いが続いている。我々もここを守りきるぞ！
5,お前もスナイパーか？違うなら下へ行きな
5,ここはひとりで十分だ
5,くそっ、雨で視界が悪い……
5,フェンサーとコンバットフレームが壁になって防いでる。その間に俺たちが敵を狙う
5,お前もスナイパーか？俺たちが攻撃の要だ。しっかりやれよ
5,こちらスカウト！敵の揚陸船を確認！かなりの数です！
5,揚陸船が来るぞ！
5,揚陸船から、降下して来るぞ！
5,エイリアンを投下してるぞ！
5,エイリアンのやつら、水に弱そうに見えるがそうでもないらしい
5,むしろ生き生きしてやがる
5,うわああああああああああ！
5,タンクがやられたぞ！
5,エイリアンだ！
5,こんなに来るのかよ！
5,何がなんでもここを通るつもりだぞ！
5,敵はこのエリアを集中的に攻撃し、突破するつもりです。持ちこたえてください
5,このエリアが突破されれば、防衛線が崩壊する。踏み止まれ！
5,あれを見ろ！敵の砲兵がいるぞ！
5,ビルの上に砲兵がいる……。こっちを狙っているぞ！
5,攻撃されてる！砲兵だ！
5,ちっくしょう！スナイパー気取りかよ！
5,誰か！砲兵を排除しろ！
5,市民の避難はほぼ完了しました
5,だが、ここを突破される訳にはいかない！
5,こちらスカウト！エイリアン接近！
5,これ以上は、守りきれません！
5,このままでは、突破されます！
5,敵の揚陸船です！
5,後ろに回られたぞ！
5,後ろからエイリアンが来ます！
5,くっそ！防衛線もクソもないぜ！
5,何が防衛線だ！
5,すべての敵を排除しろ！
5,エイリアンとの交戦状態が続いており、経済は崩壊の危機を迎えています。活動困難となり、産業そのものが消滅するケースが多発。我々は史上最大の経済的後退を覚悟しなければならないでしょう。雇用は減少、失業者が溢れています。政府は、事態の打開を約束しているものの、戦争の先が見えない以上、対策が難しいのが現実です
5,作戦成功だ！我々は敵を防ぎ止め、市民を守ることに成功した。よくやった！俺たちは勝ったぞ！
5,各チーム、前進しろ
5,砂嵐で視界が悪い。警戒を怠るな！
5,Yes,sir！
5,砂塵に紛れて基地に接近する。今なら敵に感知されにくいが、こちらも視界が効かない。注意しろ
5,何も見えないぞ！
5,これなら基地の攻撃を受けずに済む！
5,砂嵐がありがたいと思ったのは初めてだぜ
5,爆破チームが並走している。お前達はそのまま進み、敵を排除しろ
5,怪物だ！
5,怪物がすぐ近くにいるぞ！
5,怪物を排除しろ！
5,エイリアンだ！
5,エイリアンが怪物を従えてるぞ！
5,何か、横切ったぞ……
5,空に何かいる！ドローンがいるぞ！
5,爆破チームの右側はフェンサーが展開している。お前達は左を守れ
5,敵基地の正面に、テレポーションシップを確認！
5,爆破チーム、作業を開始します！
5,よくやった！爆破班、頼むぞ！
5,怪物を投下してるぞ！
5,砂塵が晴れてきました！
5,まずいぞ……こんな所で砂嵐が晴れてなくなってみろ。蜂の巣だぞ！
5,砂嵐が無くなったら、敵から丸見えだ……
5,テレポーションシップを破壊しないと、基地に近付けないぞ！
5,このままでは爆破チームが近付けない。テレポーションシップを排除しろ！
5,こちら爆破チーム！テレポーションシップを排除してくれ！
5,テレポーションシップを破壊しろ！
5,爆破作業には時間がかかる！まず周囲の敵を排除してくれ！
5,敵の揚陸船です！
5,エイリアンが降りて来るぞー！
5,見ろ！怪物だ！
5,エイリアンが怪物を呼んだ！
5,今のはなんだ！？
5,エイリアンは怪物を、ある程度コントロールすることが出来るようです。地中に隠れた怪物を呼び寄せたり、従わせる姿が確認されています
5,なんてやつらだ！
5,エイリアンを排除しろ！
5,飛行物体接近！
5,砂嵐が収まってきたぞ！
5,見てください！怪物です！
5,エイリアンは怪物を操れるのか！？
5,もしこの作戦が成功すれば、我々の優勢は決定的なものとなります
5,分かっている！まもなく攻撃部隊も配置に着く。もし爆破に失敗した場合は、重戦車で破壊する
5,基地に接近して爆弾を設置する。周囲の敵を排除してくれ！
5,こちらタイタン。配置に着いた
5,とどめは俺たちに任せろ。木端微塵にしてやる
5,重戦車の出番はない！俺たちが吹き飛ばす！
5,この振動はなんだ？
5,おい！動いてるぞ！
5,基地が動いてる！
5,爆破どころじゃないぞ！
5,まだ設置が途中だ！
5,危険だ！下がれ！
5,後退ー！
5,爆破チーム、退避する！
5,基地から離れろ！急げ！
5,退却しろ！
5,コンバットフレーム！爆破チームが撤退するまで、時間を稼げ！
5,あれは、足か！基地が歩いてる！
5,敵の基地がこっちに来るぞ！
5,歩いて追って来やがるぞ！
5,退却！たいきゃーく！
5,基地からドローンが発進しています！
5,うわあああああああああ！
5,コンバットフレームを踏み潰しやがった！
5,下がれ！俺たちも踏み潰されるぞ！
5,くっそお！これが基地の正体か！
5,全長数百メートルの、巨大戦車だー！
5,後方に狙撃班がいる！彼らと合流後、重戦車の位置まで後退しろ！
5,エイリアンがこっちに来ます！
5,こっちだ！急げ！
5,歩兵は重戦車の後方に移動しろ
5,早く来い。重戦車の後方に移動する！
5,上だ！
5,タイタンの後ろまで後退するぞ！俺たちについて来い！
5,重戦車、歩兵を守れ！
5,基地の砲台が、動き出したぞ！
5,敵の砲撃だ！
5,激しい砲撃に晒されています！このままでは全滅です！
5,重戦車、攻撃を開始せよ
5,重戦車、敵基地を狙え
5,レクイエム砲、撃てー！
5,撃てー！
5,レクイエム砲が、効かないぞ……
5,主砲が効かない！
5,馬鹿な……ビルを吹き飛ばす威力だぞ！
5,エイリアンが降りてきたー！
5,敵が来るぞ！歩兵は重戦車を支援しろ！
5,フォーメーション！歩兵を守りつつ、砲撃する！
5,ここで敵を迎え撃つ！
5,ウイングダイバー、前進しろ！
5,タイタンを守れ！
5,こちらフェンサー2。これより突入する！
5,エイリアンを始末するしか助かる道はない！行くぞ！
5,か、怪物だー！
5,基地の中から出て来るぞ！
5,基地はエイリアンと怪物に守られている。周囲の敵を攻撃し、守りを崩せ
5,レーザー砲台が動き出したぞ！
5,敵のレーザー砲だ！
5,まもなく救護車両が到着する。負傷者は搭乗しろ
5,レンジャー1-6、配置に着きました！
5,基地からエイリアンが出て来るぞ！
5,各員、基地以外の敵に攻撃を集中しろ！
5,エイリアンを確認
5,エイリアンを攻撃しろ
5,ドローンが来るぞ！
5,敵基地に損傷は認められません。これ以上の攻撃は、無意味と判断します
5,そんな悠長な状況ではない！部隊は壊滅寸前だ！
5,基地への攻撃は諦めろ！各員、基地以外の敵に応戦せよ！
5,またエイリアンが降下してきます！
5,基地はいい！エイリアンとドローンを撃破しろ！
5,このままだと全滅だ！歩兵部隊、周囲の敵を排除しろ！
5,基地以外の敵を倒せ！
5,各員、生き延びることに専念しろ！
5,作戦は失敗だ。総員、撤退しろ！
5,前回、怪物の大群と遭遇した地点
5,目的地点に到着しました
5,よし。この先に何があるのか確かめる。突入せよ
5,見張りがいるぞ
5,見張りを排除する
5,ぐずぐずしてると、仲間を呼ばれるぞ！
5,迅速に排除せよ
5,この先は一体、どうなっているんだ
5,奥に何かいるようです
5,ここから先は未知の世界だ。慎重に進むぞ
5,この先には何が？
5,奥に怪物がいるぞ！
5,エイリアンだ！なんでこんな所に！？
5,やつら、怪物の巣穴に棲んでいやがるのか！？
5,怪物を守っているに違いないぜ！やつら、怪物を繁殖させようとしてんだ！
5,不法滞在に不法就労か。止めさせないとな！
5,ここで怪物が繁殖しているようなら、人類にとって最悪の事態と言えます。必ず最深部までたどり着き、事態を解明してください
5,分かっている。だが被害も小さくはあるまい
5,この地下道、怪物が掘ったのかよ
5,やつら、地下に巣を作るのか
5,潰さないと、えらいことになるぞ
5,怪物がいるぞ！
5,エイリアンを確認！
5,こんな所でエイリアンと会うとは思わなかったぜ
5,エイリアンのやつら、ここが居心地いいらしい
5,冬眠でもするつもりか？宇宙人のくせに
5,ひょっとしたら、やつら地底人かもしれないな
5,音がします。この奥に何かいるようです！
5,怪物の反応だ！
5,軍曹、先行部隊と合流しろ
5,先行部隊、どこにいる！
5,お前か。危険な任務だ。俺が守ってやる
5,よくこんな所まで来られたな
5,また酷い任務を押しつけられたもんだ
5,悪夢だ……。こんな場所で戦うなんて
5,エイリアンがいるぞ！
5,画像を解析しました。自然の地下洞穴です。そこに怪物が入り込み、拡張して巣に作り変えたものと思われます
5,半分は自然の洞穴か
5,怪物は、どこにでも巣を作れるわけではない、ということかもしれません
5,ならば、ここを潰せば当面の危機は去る
5,洞窟はまだ先があるようだ
5,この洞窟、どこまで続いてるんだ？
5,これだけ下りても、まだ先があるなんて
